geo,year,age,sex,indicator,value_n,flag,file
LV,2016,Y15-64,T,INACTPT_CARERESP_ONPOP,1.1102315055,"",lfse_inactpt_lackcare
MT,2016,Y15-64,T,INACTPT_CARERESP_ONPOP,2.3001076391,"",lfse_inactpt_lackcare
NL,2016,Y15-64,T,INACTPT_CARERESP_ONPOP,9.5611408211,"",lfse_inactpt_lackcare
PL,2016,Y15-64,T,INACTPT_CARERESP_ONPOP,1.68059762,"",lfse_inactpt_lackcare
PT,2016,Y15-64,T,INACTPT_CARERESP_ONPOP,0.5647960368,"",lfse_inactpt_lackcare
RO,2016,Y15-64,T,INACTPT_CARERESP_ONPOP,0.1484905243,"",lfse_inactpt_lackcare
SE,2016,Y15-64,T,INACTPT_CARERESP_ONPOP,2.8105004131,"",lfse_inactpt_lackcare
SI,2016,Y15-64,T,INACTPT_CARERESP_ONPOP,0.8233780838,"",lfse_inactpt_lackcare
SK,2016,Y15-64,T,INACTPT_CARERESP_ONPOP,0.7088669935,"",lfse_inactpt_lackcare
AT,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,6.7329693182,"",lfse_inactpt_lackcare
BE,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,3.1022604344,"",lfse_inactpt_lackcare
BG,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,0.172165243,b,lfse_inactpt_lackcare
CY,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,1.2062957061,"",lfse_inactpt_lackcare
CZ,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,1.0035960764,"",lfse_inactpt_lackcare
DE,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,5.3119861145,"",lfse_inactpt_lackcare
DK,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,0.436111572,"",lfse_inactpt_lackcare
EE,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,1.5090104661,"",lfse_inactpt_lackcare
EL,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,0.5931333767,"",lfse_inactpt_lackcare
ES,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,1.375913688,"",lfse_inactpt_lackcare
EU27_2020,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,2.8880441852,"",lfse_inactpt_lackcare
EA20,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,3.41581395,"",lfse_inactpt_lackcare
FI,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,1.0174356393,"",lfse_inactpt_lackcare
FR,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,3.0065014065,"",lfse_inactpt_lackcare
HR,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,0.640321554,"",lfse_inactpt_lackcare
HU,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,1.1619259474,"",lfse_inactpt_lackcare
IE,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,2.8316936219,"",lfse_inactpt_lackcare
IT,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,2.7438465348,"",lfse_inactpt_lackcare
LT,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,0.2674781101,"",lfse_inactpt_lackcare
LU,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,4.1187663079,"",lfse_inactpt_lackcare
LV,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,1.0267944283,"",lfse_inactpt_lackcare
MT,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,2.3610187853,"",lfse_inactpt_lackcare
NL,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,9.8665966414,"",lfse_inactpt_lackcare
PL,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,1.5253363635,"",lfse_inactpt_lackcare
PT,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,0.570574466,"",lfse_inactpt_lackcare
RO,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,0.2108452229,"",lfse_inactpt_lackcare
SE,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,2.8201083527,"",lfse_inactpt_lackcare
SI,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,0.9247454116,"",lfse_inactpt_lackcare
SK,2015,Y15-64,T,INACTPT_CARERESP_ONPOP,0.7348452181,"",lfse_inactpt_lackcare
AT,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,6.8184393504,"",lfse_inactpt_lackcare
BE,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,2.9974400242,"",lfse_inactpt_lackcare
BG,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,0.2152505043,b,lfse_inactpt_lackcare
CY,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,1.2868693981,"",lfse_inactpt_lackcare
CZ,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,1.0479660226,"",lfse_inactpt_lackcare
DE,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,5.1183519935,"",lfse_inactpt_lackcare
DK,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,0.5537098899,"",lfse_inactpt_lackcare
EE,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,1.3120649281,"",lfse_inactpt_lackcare
EL,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,0.5656810316,"",lfse_inactpt_lackcare
ES,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,1.4272685811,"",lfse_inactpt_lackcare
EU27_2020,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,2.8119181493,"",lfse_inactpt_lackcare
EA20,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,3.3113038406,"",lfse_inactpt_lackcare
FI,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,0.9142022009,"",lfse_inactpt_lackcare
FR,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,2.8051446127,"",lfse_inactpt_lackcare
HR,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,0.5915746624,"",lfse_inactpt_lackcare
HU,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,1.082863102,"",lfse_inactpt_lackcare
IE,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,2.6671011414,"",lfse_inactpt_lackcare
IT,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,2.797319792,"",lfse_inactpt_lackcare
LT,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,0.4581019918,"",lfse_inactpt_lackcare
LU,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,3.1168789487,"",lfse_inactpt_lackcare
LV,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,1.0411891262,"",lfse_inactpt_lackcare
MT,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,2.0100364971,"",lfse_inactpt_lackcare
NL,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,9.3217387317,"",lfse_inactpt_lackcare
PL,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,1.5958669547,"",lfse_inactpt_lackcare
PT,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,0.6449932932,"",lfse_inactpt_lackcare
RO,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,0.190940935,"",lfse_inactpt_lackcare
SE,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,2.8406139746,"",lfse_inactpt_lackcare
SI,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,0.9333613842,"",lfse_inactpt_lackcare
SK,2014,Y15-64,T,INACTPT_CARERESP_ONPOP,0.7943680868,"",lfse_inactpt_lackcare
AT,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,6.5071144795,"",lfse_inactpt_lackcare
BE,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,2.9284606143,"",lfse_inactpt_lackcare
BG,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,0.1945912606,b,lfse_inactpt_lackcare
CY,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,1.4240754734,"",lfse_inactpt_lackcare
CZ,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,1.093390433,"",lfse_inactpt_lackcare
DE,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,5.0802325984,"",lfse_inactpt_lackcare
DK,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,0.6429353726,"",lfse_inactpt_lackcare
EE,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,1.2418183517,"",lfse_inactpt_lackcare
EL,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,0.6251057992,"",lfse_inactpt_lackcare
ES,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,1.6378750855,"",lfse_inactpt_lackcare
EU27_2020,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,2.9114554291,"",lfse_inactpt_lackcare
EA20,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,3.4370343645,"",lfse_inactpt_lackcare
FI,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,1.1998651221,"",lfse_inactpt_lackcare
FR,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,3.2942104599,"",lfse_inactpt_lackcare
HR,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,0.8751435726,"",lfse_inactpt_lackcare
HU,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,1.0939906263,"",lfse_inactpt_lackcare
IE,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,2.6164104423,"",lfse_inactpt_lackcare
IT,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,2.859423942,"",lfse_inactpt_lackcare
LT,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,0.5065905082,"",lfse_inactpt_lackcare
LU,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,3.3612680048,"",lfse_inactpt_lackcare
LV,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,0.9456641928,"",lfse_inactpt_lackcare
MT,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,2.2270176202,"",lfse_inactpt_lackcare
NL,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,9.5923574351,"",lfse_inactpt_lackcare
PL,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,1.6147029047,"",lfse_inactpt_lackcare
PT,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,0.6485638386,"",lfse_inactpt_lackcare
RO,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,0.2164457069,"",lfse_inactpt_lackcare
SE,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,2.9518970457,"",lfse_inactpt_lackcare
SI,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,0.7910358544,"",lfse_inactpt_lackcare
SK,2013,Y15-64,T,INACTPT_CARERESP_ONPOP,0.6225241384,"",lfse_inactpt_lackcare
AT,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,6.4846629926,"",lfse_inactpt_lackcare
BE,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,2.8890349505,"",lfse_inactpt_lackcare
BG,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,0.181214885,b,lfse_inactpt_lackcare
CY,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,1.3778459307,"",lfse_inactpt_lackcare
CZ,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,0.9695730972,"",lfse_inactpt_lackcare
DE,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,4.6500669029,"",lfse_inactpt_lackcare
DK,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,0.6559668258,"",lfse_inactpt_lackcare
EE,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,1.581133486,"",lfse_inactpt_lackcare
EL,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,0.6562137549,"",lfse_inactpt_lackcare
ES,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,1.395542959,"",lfse_inactpt_lackcare
EU27_2020,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,2.8123610024,"",lfse_inactpt_lackcare
EA20,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,3.3082320563,"",lfse_inactpt_lackcare
FI,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,0.9846381553,"",lfse_inactpt_lackcare
FR,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,3.1796603546,"",lfse_inactpt_lackcare
HR,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,0.7096889761,"",lfse_inactpt_lackcare
HU,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,1.0830052573,"",lfse_inactpt_lackcare
IE,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,2.3580466537,"",lfse_inactpt_lackcare
IT,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,3.0651522909,"",lfse_inactpt_lackcare
LT,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,0.3853601999,b,lfse_inactpt_lackcare
LU,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,3.2770921291,"",lfse_inactpt_lackcare
LV,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,0.9882479062,"",lfse_inactpt_lackcare
MT,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,2.4359103644,"",lfse_inactpt_lackcare
NL,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,9.8501074445,"",lfse_inactpt_lackcare
PL,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,1.6497897451,"",lfse_inactpt_lackcare
PT,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,0.6645447103,"",lfse_inactpt_lackcare
RO,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,0.2057299266,"",lfse_inactpt_lackcare
SE,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,3.042576262,"",lfse_inactpt_lackcare
SI,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,0.5176177368,"",lfse_inactpt_lackcare
SK,2012,Y15-64,T,INACTPT_CARERESP_ONPOP,0.4850045245,"",lfse_inactpt_lackcare
AT,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,6.3870329083,"",lfse_inactpt_lackcare
BE,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,,c,lfse_inactpt_lackcare
BG,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,0.1613429279,b,lfse_inactpt_lackcare
CY,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,1.1633737626,"",lfse_inactpt_lackcare
CZ,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,0.9272908984,"",lfse_inactpt_lackcare
DE,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,4.6220000557,"",lfse_inactpt_lackcare
DK,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,0.7157080799,"",lfse_inactpt_lackcare
EE,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,1.327005383,"",lfse_inactpt_lackcare
EL,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,0.6216101409,"",lfse_inactpt_lackcare
ES,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,1.6005955103,"",lfse_inactpt_lackcare
EU27_2020,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,2.7934905766,"",lfse_inactpt_lackcare
EA20,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,3.2894075546,"",lfse_inactpt_lackcare
FI,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,1.0413021899,"",lfse_inactpt_lackcare
FR,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,3.1756303524,"",lfse_inactpt_lackcare
HR,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,0.7266518667,"",lfse_inactpt_lackcare
HU,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,1.0874465012,"",lfse_inactpt_lackcare
IE,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,2.3043484628,"",lfse_inactpt_lackcare
IT,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,2.9144142087,"",lfse_inactpt_lackcare
LT,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,0.4458109354,"",lfse_inactpt_lackcare
LU,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,3.8494066698,"",lfse_inactpt_lackcare
LV,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,1.263709954,"",lfse_inactpt_lackcare
MT,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,2.0809581116,"",lfse_inactpt_lackcare
NL,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,9.9659787542,"",lfse_inactpt_lackcare
PL,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,1.626600674,"",lfse_inactpt_lackcare
PT,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,0.682223083,"",lfse_inactpt_lackcare
RO,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,0.2362536544,"",lfse_inactpt_lackcare
SE,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,2.9854738238,"",lfse_inactpt_lackcare
SI,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,0.6437824239,"",lfse_inactpt_lackcare
SK,2011,Y15-64,T,INACTPT_CARERESP_ONPOP,0.5124635584,"",lfse_inactpt_lackcare
AT,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,6.3794457199,"",lfse_inactpt_lackcare
BE,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,2.3714230826,"",lfse_inactpt_lackcare
BG,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,0.2719930651,b,lfse_inactpt_lackcare
CY,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,1.4420785809,"",lfse_inactpt_lackcare
CZ,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,1.0368975476,"",lfse_inactpt_lackcare
DE,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,4.5872573203,"",lfse_inactpt_lackcare
DK,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,0.736550282,"",lfse_inactpt_lackcare
EE,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,1.3084099852,"",lfse_inactpt_lackcare
EL,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,0.6432378991,"",lfse_inactpt_lackcare
ES,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,1.6958117317,"",lfse_inactpt_lackcare
EU27_2020,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,2.8351608781,"",lfse_inactpt_lackcare
EA20,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,3.3377004653,"",lfse_inactpt_lackcare
FI,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,0.9512195235,"",lfse_inactpt_lackcare
FR,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,3.1381245497,"",lfse_inactpt_lackcare
HR,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,0.6184534688,"",lfse_inactpt_lackcare
HU,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,1.0124567369,"",lfse_inactpt_lackcare
IE,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,2.3810550636,"",lfse_inactpt_lackcare
IT,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,3.1820570816,"",lfse_inactpt_lackcare
LT,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,0.5207342772,"",lfse_inactpt_lackcare
LU,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,4.3190470085,"",lfse_inactpt_lackcare
LV,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,1.0722513385,"",lfse_inactpt_lackcare
MT,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,1.5086618422,"",lfse_inactpt_lackcare
NL,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,10.447442915,"",lfse_inactpt_lackcare
PL,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,1.6328323935,"",lfse_inactpt_lackcare
PT,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,0.2813993661,"",lfse_inactpt_lackcare
RO,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,0.2854709696,"",lfse_inactpt_lackcare
SE,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,3.0563491669,"",lfse_inactpt_lackcare
SI,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,0.6223939914,"",lfse_inactpt_lackcare
SK,2010,Y15-64,T,INACTPT_CARERESP_ONPOP,0.546612198,"",lfse_inactpt_lackcare
AT,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,6.3802025177,"",lfse_inactpt_lackcare
BE,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,2.4209108903,"",lfse_inactpt_lackcare
BG,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,0.1926715337,b,lfse_inactpt_lackcare
CY,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,1.1214780948,"",lfse_inactpt_lackcare
CZ,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,0.9719416831,"",lfse_inactpt_lackcare
DE,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,4.4602839406,"",lfse_inactpt_lackcare
DK,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,0.7023855125,"",lfse_inactpt_lackcare
EE,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,1.4371606762,"",lfse_inactpt_lackcare
EL,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,0.7104407861,"",lfse_inactpt_lackcare
ES,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,1.6391044652,"",lfse_inactpt_lackcare
EU27_2020,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,2.8462353689,"",lfse_inactpt_lackcare
EA20,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,3.3687520565,"",lfse_inactpt_lackcare
FI,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,0.8842048879,"",lfse_inactpt_lackcare
FR,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,3.3530229618,"",lfse_inactpt_lackcare
HR,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,0.662659839,"",lfse_inactpt_lackcare
HU,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,0.9827424106,"",lfse_inactpt_lackcare
IE,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,2.6638967093,"",lfse_inactpt_lackcare
IT,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,3.2310486713,"",lfse_inactpt_lackcare
LT,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,0.6251612316,"",lfse_inactpt_lackcare
LU,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,4.3367936964,"",lfse_inactpt_lackcare
LV,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,1.3194262387,"",lfse_inactpt_lackcare
MT,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,1.5756381562,"",lfse_inactpt_lackcare
NL,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,10.52115873,"",lfse_inactpt_lackcare
PL,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,1.6498689356,"",lfse_inactpt_lackcare
PT,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,0.3784705335,"",lfse_inactpt_lackcare
RO,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,0.2836471544,"",lfse_inactpt_lackcare
SE,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,3.094244751,"",lfse_inactpt_lackcare
SI,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,0.3959927394,"",lfse_inactpt_lackcare
SK,2009,Y15-64,T,INACTPT_CARERESP_ONPOP,0.493826206,"",lfse_inactpt_lackcare
AT,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,6.3340907619,"",lfse_inactpt_lackcare
BE,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,2.532001928,"",lfse_inactpt_lackcare
BG,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,0.2823195972,"",lfse_inactpt_lackcare
CY,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,1.0825002925,"",lfse_inactpt_lackcare
CZ,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,1.0037499566,"",lfse_inactpt_lackcare
DE,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,4.3445710517,"",lfse_inactpt_lackcare
DK,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,0.9169070281,"",lfse_inactpt_lackcare
EE,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,1.4334227565,"",lfse_inactpt_lackcare
EL,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,0.7112507274,"",lfse_inactpt_lackcare
ES,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,1.7523684463,"",lfse_inactpt_lackcare
EU27_2020,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,2.9099672531,"",lfse_inactpt_lackcare
EA20,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,3.4455093085,"",lfse_inactpt_lackcare
FI,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,0.9388962428,"",lfse_inactpt_lackcare
FR,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,3.2964409098,"",lfse_inactpt_lackcare
HR,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,0.6876365221,"",lfse_inactpt_lackcare
HU,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,0.9467135514,"",lfse_inactpt_lackcare
IE,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,2.2671531107,"",lfse_inactpt_lackcare
IT,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,3.7301162955,"",lfse_inactpt_lackcare
LT,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,0.7617507208,b,lfse_inactpt_lackcare
LU,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,3.0342024651,"",lfse_inactpt_lackcare
LV,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,1.322602746,"",lfse_inactpt_lackcare
MT,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,1.4650499061,"",lfse_inactpt_lackcare
NL,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,10.767905335,"",lfse_inactpt_lackcare
PL,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,1.6080879567,"",lfse_inactpt_lackcare
PT,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,0.4001251593,"",lfse_inactpt_lackcare
RO,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,0.344429511,"",lfse_inactpt_lackcare
SE,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,3.1972662678,"",lfse_inactpt_lackcare
SI,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,0.3933473344,"",lfse_inactpt_lackcare
SK,2008,Y15-64,T,INACTPT_CARERESP_ONPOP,0.5021306685,"",lfse_inactpt_lackcare
AT,2007,Y15-64,T,INACTPT_CARERESP_ONPOP,6.0563331076,"",lfse_inactpt_lackcare
BE,2007,Y15-64,T,INACTPT_CARERESP_ONPOP,2.812303334,"",lfse_inactpt_lackcare
BG,2007,Y15-64,T,INACTPT_CARERESP_ONPOP,0.3492497019,"",lfse_inactpt_lackcare
CY,2007,Y15-64,T,INACTPT_CARERESP_ONPOP,1.0622529495,"",lfse_inactpt_lackcare
CZ,2007,Y15-64,T,INACTPT_CARERESP_ONPOP,1.0466637649,"",lfse_inactpt_lackcare
DE,2007,Y15-64,T,INACTPT_CARERESP_ONPOP,3.4470305254,"",lfse_inactpt_lackcare
DK,2007,Y15-64,T,INACTPT_CARERESP_ONPOP,1.1393939152,"",lfse_inactpt_lackcare
EE,2007,Y15-64,T,INACTPT_CARERESP_ONPOP,1.6830490157,"",lfse_inactpt_lackcare
EL,2007,Y15-64,T,INACTPT_CARERESP_ONPOP,0.7817012684,"",lfse_inactpt_lackcare
ES,2007,Y15-64,T,INACTPT_CARERESP_ONPOP,1.7657955575,"",lfse_inactpt_lackcare
EU27_2020,2007,Y15-64,T,INACTPT_CARERESP_ONPOP,2.775169788,"",lfse_inactpt_lackcare
EA20,2007,Y15-64,T,INACTPT_CARERESP_ONPOP,3.2557616796,"",lfse_inactpt_lackcare
